BJD - 2454833, Corrected Flux
1977.262463219, 1.049220680,
1977.282895488, 1.050975197,
1977.303327655, 1.048061481,
1977.364624557, 1.043508366,
1977.385056823, 1.042197829,
1977.405489089, 1.046765248,
1977.425921354, 1.036956696,
1977.446353719, 1.038460538,
1977.466785883, 1.036220449,
1977.487218247, 1.040658405,
1977.507650510, 1.039725870,
1977.528082673, 1.040395706,
1977.548515036, 1.040361884,
1977.568947298, 1.046098278,
1977.589379459, 1.044646440,
1977.609811820, 1.044887703,
1977.630244081, 1.039875537,
1977.650676240, 1.040134912,
1977.671108600, 1.041765646,
1977.691540859, 1.040577921,
1977.711973018, 1.041469958,
1977.732405376, 1.042021729,
1977.752837634, 1.043127249,
1977.773269791, 1.042158110,
1977.793702148, 1.040027848,
1977.814134404, 1.039765595,
1977.834566660, 1.037583558,
1977.854998915, 1.040476970,
1977.875431170, 1.039870920,
1977.895863424, 1.036503780,
1977.916295678, 1.039278453,
1977.936727932, 1.039570941,
1977.957160285, 1.044179567,
1977.977592437, 1.039896266,
1977.998024689, 1.041104683,
1978.018457041, 1.041106172,
1978.038889192, 1.042196574,
1978.059321442, 1.038919431,
1978.079753792, 1.042310857,
1978.100185942, 1.039253623,
1978.120618192, 1.042095881,
1978.141050540, 1.043785202,
1978.161482688, 1.041172670,
1978.181914937, 1.039968992,
1978.202347284, 1.039103697,
1978.222779431, 1.040499882,
1978.243211777, 1.042269748,
1978.263644023, 1.043447882,
1978.284076268, 1.041654176,
1978.304508514, 1.043571282,
1978.324940758, 1.042521830,
1978.345373002, 1.041587105,
1978.365805246, 1.043118776,
1978.386237489, 1.044355665,
1978.406669732, 1.047341267,
1978.427101974, 1.039483830,
1978.447534216, 1.042705024,
1978.467966457, 1.041734306,
1978.488398697, 1.044310432,
1978.508830938, 1.041692866,
1978.529263078, 1.041679189,
1978.590559795, 1.043174710,
1978.610992133, 1.039367693,
1978.631424370, 1.040651845,
1978.651856707, 1.044639932,
