BJD - 2454833, Corrected Flux
1977.262458037, 1.001765436,
1977.282890304, 1.002484033,
1977.303322471, 0.998074293,
1977.364619368, 0.996394999,
1977.385051633, 1.000264824,
1977.405483897, 1.001463501,
1977.425916161, 1.001253143,
1977.446348525, 0.999693609,
1977.466780688, 1.001095485,
1977.487213051, 0.999179160,
1977.507645313, 1.001936056,
1977.528077474, 0.998799465,
1977.568942096, 1.000997814,
1977.589374256, 0.997804898,
1977.609806616, 0.997139321,
1977.630238875, 0.998626498,
1977.650671034, 1.001069383,
1977.671103392, 1.000328887,
1977.691535650, 0.997859668,
1977.711967807, 0.999128784,
1977.732400164, 0.999880617,
1977.752832420, 1.358736206,
1977.773264576, 1.002005830,
1977.793696932, 0.998721892,
1977.814129187, 1.002985188,
1977.834561441, 1.000352690,
1977.854993695, 0.999302537,
1977.875425949, 0.997723482,
1977.895858202, 1.002294454,
1977.916290455, 1.002695235,
1977.936722707, 1.001809340,
1977.957155059, 1.000539055,
1977.977587210, 1.000160390,
1977.998019461, 0.997799085,
1978.018451811, 1.001275281,
1978.038883961, 0.999436256,
1978.059316210, 0.998376941,
1978.079748559, 1.000195367,
1978.100180707, 1.002854457,
1978.120612955, 1.000317080,
1978.141045302, 0.999012760,
1978.161477450, 1.001816015,
1978.181909696, 0.997161298,
1978.202342042, 1.001627705,
1978.222774188, 1.000121574,
1978.243206533, 0.999770462,
1978.263638778, 1.001574993,
1978.284071022, 1.000620680,
1978.304503266, 1.000768455,
1978.324935509, 0.999410942,
1978.345367752, 1.000032768,
1978.365799994, 0.999969524,
1978.386232236, 1.000395276,
1978.427096718, 1.000823138,
1978.447528959, 0.997802934,
1978.467961199, 1.002660322,
1978.488393438, 0.999004615,
1978.508825678, 1.003503668,
1978.590554529, 1.000555357,
1978.610986866, 0.999406674,
1978.631419102, 1.002260112,
1978.651851438, 1.003052956,
1978.672283573, 1.001389003,
1978.692715808, 0.998416173,
1978.713148143, 0.999833184,
1978.733580277, 1.002190148,
1978.754012510, 0.997267926,
1978.774444843, 0.998665418,
1978.794877076, 1.000751042,
1978.815309208, 0.999727346,
1978.835741539, 1.001546598,
1978.856173771, 1.000848272,
1978.876605901, 0.998512447,
1978.917470462, 1.003323693,
1978.937902591, 0.999102676,
1978.958334920, 1.000427235,
1978.978767148, 1.003265225,
1978.999199276, 1.002373219,
1979.019631604, 0.998899974,
1979.060495958, 1.002282449,
1979.080928283, 1.000953718,
1979.101360509, 0.999273172,
1979.121792835, 1.000904199,
1979.142224959, 1.001034742,
1979.162657184, 0.997405809,
1979.203521631, 1.001330127,
1979.223953854, 1.003006203,
1979.244386076, 1.002860053,
1979.264818298, 1.001277264,
1979.285250519, 0.997007397,
1979.305682741, 1.001092307,
1979.326114961, 0.999387018,
1979.346547182, 1.001163765,
1979.366979501, 0.999270113,
1979.387411621, 1.002139725,
1979.407843839, 1.000124284,
1979.428276157, 0.998209891,
1979.448708275, 0.998811116,
1979.469140493, 0.998067720,
1979.489572810, 0.999986091,
1979.510004926, 1.001419124,
1979.530437142, 1.000864449,
1979.550869458, 0.999438054,
1979.571301573, 1.002181173,
1979.591733888, 1.001768384,
1979.612166102, 0.999573480,
1979.632598316, 1.001418940,
1979.653030529, 1.004300387,
1979.673462742, 0.999772286,
1979.693894955, 0.998262304,
1979.714327166, 1.001251425,
1979.734759378, 1.002453219,
1979.775623799, 0.999124924,
1979.796056010, 1.002365999,
1979.816488219, 1.000647686,
1979.836920528, 1.000425503,
1979.857352637, 1.002659711,
1979.877784845, 1.000762045,
1979.898217053, 1.001914088,
1979.918649261, 0.999349269,
1979.939081468, 0.999880494,
1979.959513674, 1.001429881,
1979.979945880, 1.002305689,
1980.000378086, 0.999141882,
1980.020810291, 1.000845726,
1980.041242496, 0.997401775,
1980.061674800, 1.003601016,
1980.082106904, 1.002337777,
1980.102539107, 1.001465913,
1980.122971410, 0.999585094,
1980.143403512, 1.000520601,
1980.163835714, 1.001511258,
1980.184268016, 1.000270647,
1980.204700217, 1.003030894,
1980.225132317, 1.002785820,
1980.245564617, 0.998943403,
