epoch,accuracy,loss,val_accuracy,val_loss
0,0.8193820118904114,0.6932931542396545,0.9593974947929382,0.693202793598175
1,0.966292142868042,0.6879961490631104,0.9711853265762329,0.6870623826980591
2,0.9775280952453613,0.6817830801010132,0.9757694602012634,0.6802782416343689
