BJD - 2454833, Corrected Flux
1977.262442993, 1.003091610,
1977.282875255, 1.003131322,
1977.303307416, 1.003261065,
1977.364604297, 1.003834984,
1977.385036556, 1.004030139,
1977.405468814, 1.003763849,
1977.425901072, 1.003712609,
1977.446333430, 1.004101915,
1977.466765587, 1.003836627,
1977.487197944, 1.003882838,
1977.507630201, 1.004080952,
1977.528062357, 1.004247293,
1977.548494712, 1.004079021,
1977.568926967, 1.004129918,
1977.589359122, 1.004241541,
1977.609791476, 1.004155939,
1977.630223729, 1.004080726,
1977.650655882, 1.003937935,
1977.671088235, 1.004303752,
1977.691520487, 1.004084706,
1977.711952638, 1.004154870,
1977.732384990, 1.004057834,
1977.752817240, 1.003926717,
1977.773249391, 1.004027377,
1977.793681740, 1.004160115,
1977.814113990, 1.003842407,
1977.834546239, 1.003754637,
1977.854978487, 1.003727324,
1977.875410735, 1.003799039,
1977.895842982, 1.003839357,
1977.916275229, 1.003718062,
1977.936707476, 1.003594439,
1977.957139822, 1.003676375,
1977.977571968, 1.003730131,
1977.998004212, 1.003374726,
1978.018436557, 1.003429406,
1978.038868701, 1.003390547,
1978.059300945, 1.003527399,
1978.079733288, 1.003410650,
1978.100165431, 1.003348379,
1978.120597673, 1.003287339,
1978.141030015, 1.003262165,
1978.161462156, 1.003103188,
1978.181894397, 1.003245588,
1978.202326737, 1.003091015,
1978.222758878, 1.003074452,
1978.243191217, 1.002714505,
1978.263623456, 1.002617001,
1978.324920170, 1.002275827,
1978.345352408, 1.002772610,
1978.365784644, 1.002223582,
1978.386216880, 1.002446490,
1978.406649116, 1.002261241,
1978.427081352, 1.001978661,
1978.447513587, 1.002265426,
1978.467945821, 1.002157454,
1978.488378055, 1.001980858,
1978.508810288, 1.001809722,
1978.529242421, 1.001941743,
1978.590539117, 1.001625324,
1978.610971449, 1.001843199,
1978.631403679, 1.001718819,
1978.651836009, 1.001638837,
1978.672268139, 1.001324423,
1978.692700368, 1.001229520,
1978.713132698, 1.001261093,
1978.733564826, 1.001063787,
1978.753997054, 1.001279299,
1978.774429381, 1.001195427,
1978.794861608, 1.001381981,
1978.815293735, 1.001255428,
1978.835726061, 1.001145861,
1978.856158286, 1.000973622,
1978.876590412, 1.000952407,
1978.917454961, 1.000878793,
1978.937887084, 1.000677891,
1978.958319408, 1.000547467,
1978.978751631, 1.000493424,
1978.999183753, 1.000752216,
1979.019616075, 1.000494480,
1979.060480417, 1.001415243,
1979.080912738, 1.000621287,
1979.101344958, 1.000308329,
1979.121777277, 1.000363576,
1979.142209397, 1.000354503,
1979.162641616, 1.000000552,
1979.183073833, 0.999997680,
1979.203506051, 0.999966817,
1979.223938269, 0.999729152,
1979.244370486, 1.000035725,
1979.264802702, 0.999911828,
1979.285234918, 0.999784163,
1979.305667134, 0.999262543,
1979.326099349, 0.999741580,
1979.346531563, 0.999770475,
1979.366963878, 0.999809255,
1979.387395991, 0.999728001,
1979.407828205, 0.999625214,
1979.448692630, 0.999775935,
1979.469124841, 0.999825231,
1979.489557153, 0.999584780,
1979.509989264, 0.999981923,
1979.530421474, 0.999785092,
1979.550853784, 0.999745869,
1979.571285894, 0.999688496,
1979.591718203, 0.999706464,
1979.612150412, 0.999542461,
1979.632582620, 0.999862768,
1979.653014828, 0.999818191,
1979.673447035, 0.999606217,
1979.693879242, 0.999601396,
1979.714311448, 0.999972921,
1979.734743654, 0.999596143,
1979.775608065, 0.999855188,
1979.796040269, 0.999776205,
1979.816472474, 0.999845481,
1979.836904777, 0.999595504,
1979.857336881, 1.000049890,
1979.877769083, 1.000062468,
1979.898201286, 1.000071158,
1979.918633488, 1.000130114,
1979.939065689, 1.000127641,
1979.959497890, 0.999976451,
1979.979930090, 0.999828704,
1980.000362291, 0.999876328,
1980.020794490, 1.000399975,
1980.041226690, 0.999997435,
1980.061658989, 1.000104946,
1980.082091086, 0.999702987,
1980.102523284, 0.999730260,
1980.122955582, 0.999894258,
1980.143387679, 0.999676809,
1980.163819875, 1.000068729,
1980.184252171, 0.999629244,
1980.204684367, 0.999565268,
1980.225116462, 0.999386004,
1980.245548757, 0.999894444,
1980.265980951, 0.999882923,
1980.286413045, 1.000417614,
1980.306845338, 0.999733469,
1980.327277531, 0.999733034,
1980.347709623, 0.999630131,
1980.368141916, 0.999287636,
1980.388574107, 0.999293851,
1980.409006198, 0.999768079,
1980.429438489, 0.999173437,
1980.449870679, 0.999496572,
1980.470302869, 0.999773635,
1980.490735058, 0.999430950,
1980.511167247, 0.999487114,
1980.531599535, 0.999624746,
1980.552031623, 0.999278453,
1980.572463811, 0.999592244,
1980.592896098, 0.999292771,
1980.613328185, 0.999226619,
1980.633760371, 0.999355649,
1980.654192657, 0.999221847,
1980.674624742, 0.999287512,
1980.695056926, 0.999396739,
1980.715489211, 0.999331639,
1980.735921295, 0.999413923,
1980.756353479, 0.999588149,
1980.776785762, 0.999387897,
1980.797217844, 0.999761557,
1980.817650026, 0.999080257,
1980.838082308, 0.999453128,
1980.858514389, 0.999389842,
1980.878946570, 0.999196074,
1980.899378851, 0.999500961,
1980.919810930, 0.999313611,
1980.940243110, 0.999406760,
1980.960675389, 0.999549901,
1980.981107468, 0.999529405,
1981.042404101, 0.999101487,
1981.062836278, 0.999207447,
1981.083268454, 0.999468152,
1981.103700630, 0.999142188,
1981.124132806, 0.999291672,
1981.144564981, 0.999126621,
1981.164997156, 0.999323242,
1981.185429430, 0.999301437,
1981.205861503, 0.999267702,
1981.226293677, 0.999483074,
1981.246725950, 0.999156050,
1981.267158022, 0.999310844,
1981.287590194, 0.999362460,
1981.308022466, 0.999327876,
1981.328454537, 1.000078635,
1981.348886707, 0.999268724,
1981.389751047, 0.999057188,
1981.410183217, 0.999554931,
1981.430615386, 0.999045099,
1981.451047554, 0.999495481,
1981.471479823, 0.999058881,
1981.594072822, 0.999284572,
1981.614504987, 0.999115662,
1981.634937051, 0.999176801,
1981.655369315, 0.999338736,
1981.675801479, 0.999252912,
1981.696233542, 0.999381468,
1981.716665805, 0.999012137,
1981.737097967, 0.999362691,
1981.757530029, 0.999329458,
1981.777962291, 0.999272041,
1981.798394452, 0.999206446,
1981.818826513, 0.999536727,
1981.839258773, 0.999470130,
1981.859690932, 0.999553568,
1981.880123092, 0.999099114,
1981.900555250, 0.999495541,
1981.920987409, 0.999363380,
1981.941419667, 0.999562985,
1981.961851724, 0.999456238,
1981.982283881, 0.999501836,
1982.002716138, 0.999501032,
1982.023148294, 0.999800321,
1982.043580350, 0.999588500,
1982.064012606, 0.999581830,
1982.084444761, 0.999583143,
1982.104876815, 0.999993229,
1982.125309069, 0.999813340,
1982.166173276, 1.000013006,
1982.186605529, 0.999798433,
1982.207037581, 1.000062034,
1982.227469733, 1.000028063,
1982.247901984, 0.999748487,
1982.268334036, 1.000140261,
1982.288766186, 0.999877328,
1982.309198437, 0.999579990,
1982.329630487, 1.000294674,
1982.350062636, 0.999950915,
1982.370494885, 0.999753882,
1982.390927033, 1.000027311,
1982.411359181, 0.999857061,
1982.431791329, 1.000254780,
1982.452223476, 1.000418539,
1982.472655623, 0.999722020,
1982.513519915, 1.000547502,
1982.533952160, 1.000245268,
1982.554384205, 1.000521677,
1982.574816350, 1.000388040,
1982.595248594, 1.000124894,
1982.615680638, 1.000629235,
1982.636112781, 1.000254896,
1982.656545024, 1.000284718,
1982.676977066, 1.000287880,
1982.697409208, 1.000408603,
1982.717841450, 1.000580095,
1982.738273491, 1.000656466,
1982.758705632, 1.000726745,
1982.779137872, 1.001309122,
1982.799569912, 1.000787003,
1982.820002052, 1.000913000,
1982.840434290, 1.001025340,
1982.860866429, 1.000913013,
1982.881298567, 1.000914242,
1982.901730705, 1.001082808,
1982.922162742, 1.000861913,
1982.942594979, 1.001197911,
1982.983459152, 1.000913342,
1983.003891387, 1.001531487,
1983.024323522, 1.001402133,
1983.044755557, 1.001411993,
1983.065187792, 1.001207014,
1983.085619925, 1.001542019,
1983.106051959, 1.001721354,
1983.126484192, 1.001161834,
1983.146916325, 1.001156785,
1983.167348357, 1.001576915,
1983.187780589, 1.001664115,
1983.208212720, 1.001566640,
1983.228644851, 1.001592600,
1983.249076981, 1.001454502,
1983.269509112, 1.001894110,
1983.289941241, 1.001707276,
1983.310373371, 1.001845637,
1983.330805499, 1.002005845,
1983.351237728, 1.001984190,
1983.371669856, 1.001727592,
1983.392101883, 1.002061577,
1983.412534110, 1.001601205,
1983.432966237, 1.002369050,
1983.473830489, 1.002345898,
1983.494262615, 1.001965522,
1983.514694639, 1.002089230,
1983.535126864, 1.002347692,
1983.555558988, 1.001998927,
1983.575991012, 1.002247507,
1983.596423235, 1.002236098,
1983.616855358, 1.002370531,
1983.657719603, 1.002737327,
1983.678151624, 1.002371102,
1983.719015966, 1.002304343,
1983.739447987, 1.002067833,
1983.759880106, 1.002291668,
1983.780312326, 1.002478341,
1983.800744445, 1.002259101,
1983.821176564, 1.001935392,
1983.841608682, 1.002533177,
1983.862040800, 1.002251347,
1983.882473017, 1.002429231,
1983.902905035, 1.002278894,
1983.923337151, 1.002004831,
1983.943769368, 1.002594341,
1983.964201383, 1.002137944,
1983.984633499, 1.002220863,
1984.005065714, 1.002783113,
1984.025497728, 1.002694313,
1984.066362056, 1.002567137,
1984.086794069, 1.002209404,
1984.107226182, 1.002385824,
1984.127658394, 1.002261716,
1984.148090407, 1.002171821,
1984.168522518, 1.002410542,
1984.188954729, 1.002262068,
1984.209386840, 1.002017944,
1984.229818850, 1.002442558,
1984.250251060, 1.002358029,
1984.270683170, 1.001869532,
1984.291115279, 1.002100679,
1984.311547387, 1.002345600,
1984.331979496, 1.002452133,
1984.352411703, 1.001968954,
1984.393275718, 1.002241206,
1984.413707925, 1.002129948,
1984.475004242, 1.002526217,
1984.495436347, 1.002364206,
1984.515868351, 1.002170446,
1984.536300556, 1.002188067,
1984.556732659, 1.002029642,
1984.577164663, 1.002036986,
1984.597596866, 1.001981623,
1984.618028968, 1.002076273,
1984.638461070, 1.001946744,
1984.658893172, 1.002196129,
1984.679325273, 1.002166668,
1984.699757374, 1.002188647,
1984.720189574, 1.002558196,
1984.740621574, 1.002183570,
1984.761053774, 1.001982368,
1984.781485873, 1.002556714,
1984.801917872, 1.002060653,
1984.822350070, 1.002373016,
1984.842782168, 1.001861739,
1984.863214166, 1.002116359,
1984.883646363, 1.002021292,
1984.904078459, 1.001986064,
1984.985806743, 1.002165624,
1985.006238937, 1.002202731,
1985.026671031, 1.002341771,
1985.047103125, 1.002371959,
1985.067535219, 1.002269929,
1985.087967312, 1.002585134,
1985.108399405, 1.002250994,
1985.128831497, 1.002840384,
1985.149263588, 1.002443326,
1985.169695580, 1.002190806,
1985.190127771, 1.002129448,
1985.210559861, 1.001844661,
1985.230992052, 1.002478098,
1985.251424042, 1.002091791,
1985.271856131, 1.002577698,
1985.292288320, 1.002190830,
1985.312720308, 1.002046418,
1985.333152396, 1.002240710,
1985.353584584, 1.002621410,
1985.374016571, 1.002281951,
1985.394448658, 1.002107472,
1985.455744917, 1.002657825,
1985.476177102, 1.002257621,
1985.496609087, 1.002132964,
1985.517041172, 1.002224197,
1985.537473356, 1.002303097,
1985.557905440, 1.002069246,
1985.578337423, 1.002148109,
1985.598769606, 1.001964867,
1985.619201688, 1.001754094,
1985.639633670, 1.001855907,
1985.660065852, 1.002083407,
1985.680497933, 1.001729666,
1985.700930114, 1.001643042,
1985.721362095, 1.001837711,
1985.741794175, 1.001896085,
1985.762226354, 1.001611210,
1985.782658334, 1.001711249,
1985.803090412, 1.001800405,
1985.823522591, 1.001542280,
1985.843954569, 1.001139012,
1985.864386646, 1.001593347,
1985.884818724, 1.001411390,
1985.946114953, 1.001382059,
1985.966547029, 1.001632424,
1985.986979104, 1.001600299,
1986.007411179, 1.001453209,
1986.027843254, 1.001555532,
1986.048275328, 1.001314294,
1986.068707501, 1.001501439,
1986.089139474, 1.001444343,
1986.109571547, 1.001546284,
1986.130003719, 1.001520502,
1986.150435692, 1.001475447,
1986.170867863, 1.001440365,
1986.191299935, 1.001481832,
1986.211731905, 1.001744524,
1986.232164076, 1.001702814,
1986.252596146, 1.001639568,
1986.273028115, 1.001520990,
1986.293460285, 1.001514827,
1986.313892354, 1.001897055,
1986.334324322, 1.001548878,
1986.354756490, 1.001465622,
1986.375188558, 1.001413125,
1986.395620625, 1.001615066,
1986.416052692, 1.001147342,
1986.436484759, 1.001677559,
1986.456916825, 1.001779958,
1986.477348890, 1.001602093,
1986.497780956, 1.001880792,
1986.518213020, 1.001666652,
1986.538645185, 1.001892096,
1986.559077149, 1.001684436,
1986.579509213, 1.001540860,
1986.599941276, 1.001859711,
1986.620373339, 1.001499311,
1986.681669525, 1.001590135,
1986.702101687, 1.001756777,
1986.722533647, 1.002056092,
1986.742965708, 1.002052695,
1986.763397868, 1.001570153,
1986.783829828, 1.001977129,
1986.804261888, 1.001574207,
1986.824694046, 1.002104371,
1986.845126005, 1.001616977,
1986.865558063, 1.001911052,
1986.926854235, 1.001871274,
1986.947286392, 1.001969281,
1986.967718448, 1.001710855,
1986.988150404, 1.001869391,
1987.008582559, 1.002147138,
1987.029014615, 1.001832529,
1987.049446569, 1.002323503,
1987.069878724, 1.002256607,
1987.090310777, 1.001954525,
1987.110742931, 1.002359204,
1987.172039089, 1.002359654,
1987.192471041, 1.002233063,
1987.212903092, 1.002087629,
1987.233335244, 1.002529025,
1987.253767194, 1.002669389,
1987.274199245, 1.002917563,
1987.294631394, 1.002574742,
1987.315063344, 1.002844896,
1987.335495394, 1.002068379,
1987.355927543, 1.002535685,
1987.376359491, 1.002774462,
1987.396791539, 1.002208271,
1987.417223586, 1.002378876,
1987.437655634, 1.002478857,
1987.458087680, 1.002482290,
1987.478519827, 1.002292007,
1987.498951773, 1.002174910,
1987.519383919, 1.002006072,
1987.539815964, 1.002493530,
1987.560247909, 1.002452616,
1987.580680054, 1.002522121,
1987.601112098, 1.002266844,
1987.662408228, 1.002614345,
1987.682840171, 1.002491033,
1987.703272313, 1.002976246,
1987.723704354, 1.002550427,
1987.744136396, 1.002497156,
1987.764568437, 1.002151915,
1987.785000478, 1.002704618,
1987.805432518, 1.002472920,
1987.825864558, 1.002048816,
1987.846296597, 1.002424917,
1987.907592714, 1.002672592,
1987.928024752, 1.002538413,
1987.948456890, 1.002761906,
1987.968888827, 1.002664297,
1987.989320964, 1.002848764,
1988.009753000, 1.002754863,
1988.030184936, 1.002698085,
1988.050617072, 1.002874125,
1988.071049107, 1.003089377,
1988.091481042, 1.002886626,
1988.111913176, 1.002517103,
1988.132345111, 1.002619213,
1988.152777144, 1.002832336,
1988.173209278, 1.002706768,
1988.193641211, 1.002952770,
1988.214073244, 1.002907084,
1988.234505376, 1.002830328,
1988.254937308, 1.003075939,
1988.275369339, 1.003115329,
1988.295801471, 1.002625274,
1988.316233501, 1.003356802,
1988.397961520, 1.003341668,
1988.418393649, 1.003723805,
1988.438825678, 1.003130464,
1988.459257806, 1.003570128,
1988.479689734, 1.003504848,
1988.500121761, 1.003509117,
1988.520553888, 1.003801596,
1988.540985814, 1.003346800,
1988.561417840, 1.003769566,
1988.581849966, 1.003456850,
1988.643146041, 1.003691364,
1988.663577966, 1.003803301,
1988.684009990, 1.003941254,
1988.704442113, 1.003779441,
1988.724874036, 1.003595659,
1988.745306059, 1.003923415,
1988.765738182, 1.003672940,
1988.786170204, 1.003691107,
1988.806602125, 1.003518895,
1988.827034246, 1.003623933,
1988.908762228, 1.004290557,
1988.929194347, 1.003998069,
1988.949626367, 1.004209006,
1988.970058285, 1.004460230,
1988.990490403, 1.004114663,
1989.010922421, 1.004159755,
1989.031354339, 1.004105566,
1989.051786456, 1.016818353,
1989.072218473, 1.003951320,
1989.092650389, 1.004068382,
1989.113082505, 1.004143416,
1989.133514521, 1.004070579,
1989.153946536, 1.003941719,
1989.174378551, 1.003805867,
1989.194810566, 1.004253354,
1989.215242580, 1.004106857,
1989.235674594, 1.004097042,
1989.256106608, 1.004196244,
1989.276538621, 1.003825096,
1989.296970733, 1.004310737,
1989.317402645, 1.004057900,
1989.378698680, 1.003973726,
1989.399130791, 1.004199110,
1989.419562802, 1.005109544,
1989.439994712, 1.003945721,
1989.460426822, 1.004039599,
1989.480858831, 1.004184655,
1989.501290740, 1.003901243,
1989.521722848, 1.004168324,
1989.542154857, 1.004016472,
1989.562586765, 1.003988642,
1989.583018872, 1.004095360,
1989.603450879, 1.003997120,
1989.623882786, 1.004035208,
1989.644314893, 1.004082738,
1989.664746899, 1.004162723,
1989.685178804, 1.004119723,
1989.705610909, 1.003903598,
1989.726042914, 1.003472956,
1989.746474819, 1.003636468,
1989.766906923, 1.003763842,
1989.787338927, 1.003503577,
1989.807770831, 1.003534288,
1989.869067039, 1.003545726,
1989.889498941, 1.003730654,
1989.909930942, 1.003502347,
1989.930363044, 1.003879565,
1989.950794945, 1.003390270,
1989.971226945, 1.003185843,
1989.991659046, 1.003541654,
1990.032522945, 1.003485890,
1990.052955044, 1.003690392,
1990.073386943, 1.003268047,
1990.093818941, 1.003165032,
1990.114251039, 1.003635551,
1990.134683037, 1.003067903,
1990.155114934, 1.003490404,
1990.175547031, 1.002751891,
1990.195979027, 1.003461719,
1990.216410923, 1.003459310,
1990.236843019, 1.002766567,
1990.257275015, 1.002971276,
1990.277707009, 1.002972276,
1990.298139004, 1.003324034,
1990.359434987, 1.003023857,
1990.379866880, 1.003009135,
1990.400298973, 1.002896468,
1990.441162857, 1.002994959,
1990.461594949, 1.002953662,
1990.482026940, 1.003057314,
1990.502458932, 1.002328020,
1990.522890923, 1.002196133,
1990.543322913, 1.003108460,
1990.604618882, 1.002802537,
1990.625050871, 1.002852845,
1990.645482959, 1.002742858,
1990.665914848, 1.002539721,
1990.706778923, 1.004498512,
1990.727210810, 1.002091557,
1990.747642897, 1.001994684,
1990.768074883, 1.002257358,
1990.788506769, 1.002478703,
1990.849802726, 1.002307806,
1990.870234810, 1.002376397,
1990.890666795, 1.001715584,
1990.911098678, 1.001894553,
1990.931530762, 1.001726212,
1990.951962745, 1.002007047,
1990.972394728, 1.001892188,
1990.992826710, 1.002151609,
1991.013258693, 1.001977386,
1991.033690675, 1.001685727,
1991.054122656, 1.001645436,
1991.074554637, 1.001783107,
1991.094986518, 1.001791425,
1991.115418598, 1.001573563,
1991.135850578, 1.001282178,
1991.156282658, 1.001274789,
1991.176714537, 1.001039862,
1991.197146516, 1.001371185,
1991.217578595, 1.001652740,
1991.238010473, 1.001331668,
1991.258442451, 1.001145258,
1991.278874529, 1.001030237,
1991.340170459, 1.001044800,
1991.360602335, 1.001252237,
1991.381034311, 1.000840197,
1991.401466386, 1.000688654,
1991.421898261, 1.001189107,
1991.442330236, 1.000865546,
1991.462762311, 1.001156203,
1991.483194284, 1.000991133,
1991.524058231, 1.000888206,
1991.544490204, 1.001089622,
1991.564922077, 1.000885012,
1991.585354149, 1.000924195,
1991.605786121, 1.000932017,
1991.626218193, 1.000889868,
1991.646650064, 1.000869811,
1991.667082035, 1.000826065,
1991.687514105, 1.000869157,
1991.707945976, 1.000894723,
1991.748809915, 1.001070953,
1991.769241884, 1.000978991,
1991.789673853, 1.001139606,
1991.810105821, 1.000950902,
1991.830537789, 1.001203143,
1991.850969757, 1.001188999,
1991.871401724, 1.001106193,
1991.891833691, 1.001134583,
1991.912265658, 1.001663402,
1991.932697624, 1.001044690,
1991.953129590, 1.001410825,
1991.973561556, 1.001371256,
1991.993993621, 1.001612158,
1992.014425486, 1.001499522,
1992.075721379, 1.001693463,
1992.096153442, 1.001737585,
1992.116585405, 1.001794291,
1992.137017268, 1.002365632,
1992.157449331, 1.001909731,
1992.177881293, 1.002329048,
1992.198313155, 1.002105516,
1992.218745216, 1.001931072,
1992.239177177, 1.002218820,
1992.259609038, 1.002251461,
1992.300473059, 1.002024449,
1992.320905018, 1.002518414,
1992.341336978, 1.002175875,
1992.361768937, 1.002349757,
1992.382200896, 1.002629918,
1992.402632854, 1.002646375,
1992.423064812, 1.002791994,
1992.443496870, 1.002684303,
1992.463928827, 1.002747434,
1992.484360684, 1.002674876,
1992.504792741, 1.002825542,
1992.525224597, 1.002800913,
1992.545656553, 1.002812585,
1992.566088609, 1.002607650,
1992.586520464, 1.002889916,
1992.606952419, 1.002821213,
1992.647816328, 1.002996179,
1992.668248282, 1.002682955,
1992.688680335, 1.003033786,
1992.709112188, 1.002955428,
1992.729544141, 1.003237372,
1992.749976194, 1.003152029,
1992.811272050, 1.003051062,
1992.831704001, 1.003164279,
1992.852135952, 1.003265802,
1992.872567902, 1.002936752,
1992.892999852, 1.003031501,
1992.913431802, 1.003220107,
1992.933863752, 1.003179874,
1992.954295701, 1.002900218,
1992.974727750, 1.003213629,
1992.995159598, 1.003100622,
1993.015591546, 1.003181748,
1993.036023594, 1.002734832,
1993.056455442, 1.003104134,
1993.076887389, 1.003066878,
1993.097319436, 1.002616400,
1993.117751282, 1.003088528,
1993.138183228, 1.003173399,
1993.158615274, 1.002842401,
1993.179047119, 1.003268901,
1993.199479065, 1.002983918,
1993.219911109, 1.002865011,
1993.240342954, 1.002433167,
1993.301638785, 1.002997412,
1993.322070828, 1.002602318,
1993.342502771, 1.002803944,
1993.362934613, 1.002711947,
1993.383366655, 1.002728366,
1993.403798597, 1.002955888,
1993.424230439, 1.002951822,
1993.444662480, 1.002861981,
1993.465094421, 1.002669590,
1993.485526261, 1.002755323,
1993.546822080, 1.002424225,
1993.567254119, 1.002457575,
1993.587686058, 1.002586500,
1993.608117897, 1.002751272,
1993.628549935, 1.002785269,
1993.648981873, 1.002506799,
1993.669413910, 1.002419666,
1993.689845747, 1.002556403,
1993.710277684, 1.002577651,
1993.730709720, 1.002550302,
1993.751141557, 1.002779953,
1993.771573492, 1.002563457,
1993.792005528, 1.002627330,
1993.812437463, 1.002403093,
1993.832869298, 1.002413447,
1993.853301332, 1.002576281,
1993.873733266, 1.002975721,
1993.894165100, 1.002497127,
1993.914597133, 1.002410461,
1993.935029067, 1.002502161,
1993.955460899, 1.002635522,
1993.975892932, 1.002740339,
1994.037188727, 1.002486027,
1994.057620559, 1.002577480,
1994.078052589, 1.002799305,
1994.098484520, 1.002588663,
1994.118916350, 1.002879802,
1994.139348380, 1.002632566,
1994.159780310, 1.002834161,
1994.180212239, 1.003074518,
1994.200644168, 1.002998767,
1994.221076096, 1.002712114,
1994.282371880, 1.002502577,
1994.302803807, 1.002918403,
1994.323235734, 1.002552879,
1994.343667661, 1.002639494,
1994.364099587, 1.002878356,
1994.384531613, 1.002732142,
1994.404963438, 1.002475812,
1994.425395364, 1.002901460,
1994.445827389, 1.002660089,
1994.466259213, 1.002850168,
1994.486691238, 1.002701344,
1994.507123162, 1.002948931,
1994.527554985, 1.002799735,
1994.547987009, 1.002749670,
1994.568418932, 1.003014539,
1994.588850754, 1.002796431,
1994.609282777, 1.002597750,
1994.629714699, 1.003108460,
1994.650146621, 1.002684279,
1994.670578542, 1.002716879,
1994.691010463, 1.002356805,
1994.711442284, 1.002257987,
1994.772738044, 1.002869308,
1994.793170064, 1.002782245,
1994.813601983, 1.003010113,
1994.834033802, 1.002575149,
1994.854465820, 1.003073671,
1994.895329756, 1.003417033,
1994.936193491, 1.003472818,
1994.956625508, 1.002624148,
1995.017921257, 1.003594242,
1995.038353073, 1.003320829,
1995.058784988, 1.003560005,
1995.079217003, 1.003774627,
