BJD - 2454833, Corrected Flux
1977.262460473, 0.972058664,
1977.282892741, 0.973283623,
1977.303324908, 0.967008183,
1977.364621807, 0.964046597,
1977.385054073, 0.965043204,
1977.405486338, 0.972216268,
1977.425918602, 0.966043437,
1977.446350966, 0.964428052,
1977.466783130, 0.966657456,
1977.507647756, 0.975464584,
1977.528079918, 0.963563889,
1977.548512280, 0.964250616,
1977.568944541, 0.965438181,
1977.589376702, 0.974706067,
1977.609809062, 0.968395978,
1977.630241321, 0.970258877,
1977.650673481, 0.962642013,
1977.671105840, 0.971001692,
1977.691538098, 0.968925771,
1977.711970256, 0.961935941,
1977.732402614, 0.963981554,
1977.752834871, 0.966587443,
1977.773267027, 0.967822563,
1977.793699383, 0.977598435,
1977.814131639, 0.970193548,
1977.834563894, 0.960827732,
1977.854996148, 0.966072766,
1977.875428403, 0.970820558,
1977.895860656, 0.969466093,
1977.916292910, 0.962290907,
1977.936725162, 0.972826100,
1977.957157514, 0.965600207,
1977.977589666, 0.962075107,
1977.998021918, 0.968681767,
1978.018454268, 0.973143841,
1978.038886419, 0.968050928,
1978.059318669, 0.970463506,
1978.079751018, 0.964072384,
1978.100183167, 0.966142580,
1978.120615416, 0.964177839,
1978.141047764, 0.970995980,
1978.161479912, 0.966882306,
1978.181912158, 0.975040392,
1978.202344505, 0.971062344,
1978.222776652, 0.963937191,
1978.243208997, 0.968600073,
1978.263641242, 0.963425078,
1978.284073487, 0.973117048,
1978.304505731, 0.974107404,
1978.324937975, 0.967862710,
1978.345370219, 0.957617092,
1978.365802462, 0.971528650,
1978.386234704, 0.962230577,
1978.406666946, 0.965732610,
1978.427099188, 0.961132017,
1978.447531429, 0.973055071,
1978.467963669, 0.969469227,
1978.508828149, 0.965281999,
1978.529260288, 0.967497382,
1978.590557003, 0.973178352,
1978.610989340, 0.961500977,
1978.631421577, 0.964634168,
1978.651853914, 0.967084437,
1978.672286050, 0.963546779,
1978.692718285, 0.966507442,
1978.713150620, 0.955609181,
1978.733582755, 0.969573072,
1978.754014989, 0.969379292,
1978.774447322, 0.967629854,
1978.794879555, 0.966291444,
1978.815311688, 0.969983645,
1978.835744021, 0.969598468,
1978.856176252, 0.967362333,
1978.876608383, 0.970864937,
1978.917472945, 0.959222555,
1978.937905074, 0.967404754,
1978.958337404, 0.963692770,
1978.978769633, 0.967408019,
1978.999201762, 0.968374125,
1979.019634090, 0.957400552,
1979.060498444, 0.967978831,
1979.080930771, 0.966041417,
1979.101362997, 0.966205370,
1979.121795323, 0.978116127,
1979.142227449, 0.965192051,
1979.162659673, 0.961713937,
1979.183091898, 0.971372575,
1979.203524121, 0.972637030,
1979.223956345, 0.965519218,
1979.244388568, 0.958852556,
1979.264820791, 0.973193559,
1979.285253013, 0.972849978,
1979.305685234, 0.972021564,
